SET,DAG,MODEL,K_EDGE,N_FEAT,FEATURE_KEY,N_RUNS,AUROC (Mean ± SD),AUPRC (Mean ± SD),F1-Score (Mean ± SD),Brier (Mean ± SD),ECE (Mean ± SD)
OF,GES,Logit,30,43,18e3a83b1f31caef,5,0.920 ± 0.000,0.247 ± 0.000,0.282 ± 0.000,0.01975 ± 0.00000,0.01031 ± 0.00000
OF,GES,Logit,31,44,9085e09d1c8276c3,5,0.919 ± 0.000,0.246 ± 0.000,0.346 ± 0.000,0.01977 ± 0.00000,0.01040 ± 0.00000
OF,GES,Logit,32,45,e759bc3ca9235cbe,5,0.921 ± 0.000,0.248 ± 0.000,0.284 ± 0.000,0.01974 ± 0.00000,0.01061 ± 0.00000
OF,GES,Logit,33,46,45302385731be391,5,0.920 ± 0.000,0.247 ± 0.000,0.346 ± 0.000,0.01974 ± 0.00000,0.01033 ± 0.00000
OF,GES,Logit,34,47,084da68000a6f7f1,5,0.920 ± 0.000,0.248 ± 0.000,0.296 ± 0.000,0.01971 ± 0.00000,0.01027 ± 0.00000
OF,GES,Logit,35,48,7cbbb70fa5e09b6e,5,0.920 ± 0.000,0.248 ± 0.000,0.284 ± 0.000,0.01971 ± 0.00000,0.01047 ± 0.00000
OF,GES,RF,1,14,daa9910e8071bea2,5,0.931 ± 0.004,0.443 ± 0.005,0.422 ± 0.013,0.01590 ± 0.00006,0.00420 ± 0.00065
OF,GES,RF,2,15,94a6f15dee14fabd,5,0.922 ± 0.006,0.429 ± 0.004,0.421 ± 0.012,0.01607 ± 0.00004,0.00395 ± 0.00060
OF,GES,RF,3,16,074ddd55b1ae863a,5,0.920 ± 0.003,0.436 ± 0.006,0.414 ± 0.012,0.01598 ± 0.00005,0.00469 ± 0.00033
OF,GES,RF,4,17,ddad07b04d5a43ea,5,0.922 ± 0.003,0.432 ± 0.001,0.410 ± 0.012,0.01607 ± 0.00001,0.00413 ± 0.00051
OF,GES,RF,5,18,ae5e4415360a9a1b,5,0.923 ± 0.007,0.422 ± 0.007,0.414 ± 0.014,0.01614 ± 0.00006,0.00393 ± 0.00059
OF,GES,RF,6,19,ce6ce007ddb29321,5,0.923 ± 0.004,0.430 ± 0.004,0.418 ± 0.006,0.01606 ± 0.00004,0.00557 ± 0.00066
OF,GES,RF,7,20,21dc070e2e7bdef2,5,0.928 ± 0.004,0.428 ± 0.005,0.404 ± 0.007,0.01610 ± 0.00002,0.00466 ± 0.00022
OF,GES,RF,8,21,0a51d1df36fd1f1a,5,0.929 ± 0.003,0.428 ± 0.006,0.406 ± 0.015,0.01607 ± 0.00008,0.00472 ± 0.00089
OF,GES,RF,9,22,50839a69584b8c59,5,0.925 ± 0.003,0.418 ± 0.003,0.401 ± 0.011,0.01620 ± 0.00008,0.00398 ± 0.00020
OF,GES,RF,10,23,45d462aac5c1d505,5,0.928 ± 0.002,0.417 ± 0.004,0.399 ± 0.018,0.01626 ± 0.00006,0.00408 ± 0.00068
OF,GES,RF,11,24,96b3c98edb6bf132,5,0.931 ± 0.005,0.417 ± 0.002,0.411 ± 0.007,0.01625 ± 0.00005,0.00376 ± 0.00037
OF,GES,RF,12,25,169f448468e9c4da,5,0.927 ± 0.004,0.415 ± 0.005,0.382 ± 0.005,0.01630 ± 0.00005,0.00470 ± 0.00063
OF,GES,RF,13,26,2c764abfb8fe9cff,5,0.929 ± 0.004,0.409 ± 0.002,0.397 ± 0.015,0.01637 ± 0.00005,0.00390 ± 0.00032
OF,GES,RF,14,27,840d63bf7908ab2c,5,0.926 ± 0.007,0.401 ± 0.011,0.382 ± 0.021,0.01646 ± 0.00014,0.00460 ± 0.00047
OF,GES,RF,15,28,ba79a71676c6c3c9,5,0.925 ± 0.003,0.400 ± 0.006,0.397 ± 0.017,0.01648 ± 0.00002,0.00426 ± 0.00063
OF,GES,RF,16,29,fe323861148b30cc,5,0.933 ± 0.004,0.405 ± 0.005,0.382 ± 0.020,0.01643 ± 0.00006,0.00397 ± 0.00062
OF,GES,RF,17,30,261681e890b8b726,5,0.932 ± 0.004,0.400 ± 0.007,0.378 ± 0.020,0.01647 ± 0.00007,0.00405 ± 0.00075
OF,GES,RF,18,31,0c1af224819db96e,5,0.928 ± 0.005,0.404 ± 0.012,0.384 ± 0.019,0.01637 ± 0.00011,0.00439 ± 0.00090
OF,GES,RF,19,32,c9c1abdc21450643,5,0.927 ± 0.004,0.403 ± 0.003,0.379 ± 0.007,0.01640 ± 0.00002,0.00390 ± 0.00034
OF,GES,RF,20,33,e28ed0ae4fdd67ed,5,0.931 ± 0.002,0.407 ± 0.005,0.378 ± 0.011,0.01638 ± 0.00008,0.00440 ± 0.00099
OF,GES,RF,21,34,b6f5c3753592fbac,5,0.936 ± 0.002,0.408 ± 0.012,0.397 ± 0.015,0.01633 ± 0.00009,0.00369 ± 0.00020
OF,GES,RF,22,35,62c0349a1ac0df37,5,0.927 ± 0.004,0.409 ± 0.004,0.383 ± 0.013,0.01637 ± 0.00007,0.00359 ± 0.00047
OF,GES,RF,23,36,d832fe6ef0aac2d6,5,0.931 ± 0.004,0.434 ± 0.003,0.388 ± 0.007,0.01597 ± 0.00006,0.00587 ± 0.00094
OF,GES,RF,24,37,b5832dd67cdef271,5,0.933 ± 0.002,0.432 ± 0.003,0.395 ± 0.010,0.01600 ± 0.00002,0.00526 ± 0.00039
OF,GES,RF,25,38,194007dcdcd65c9b,5,0.932 ± 0.007,0.435 ± 0.003,0.398 ± 0.016,0.01598 ± 0.00006,0.00481 ± 0.00059
OF,GES,RF,26,39,6be7cf554753353e,5,0.927 ± 0.004,0.429 ± 0.007,0.393 ± 0.016,0.01606 ± 0.00006,0.00457 ± 0.00047
OF,GES,RF,27,40,b5fbcc1d3922e9e2,5,0.928 ± 0.006,0.425 ± 0.005,0.392 ± 0.002,0.01607 ± 0.00005,0.00472 ± 0.00030
OF,GES,RF,28,41,07b11b13c21a88e8,5,0.932 ± 0.004,0.429 ± 0.003,0.395 ± 0.008,0.01600 ± 0.00007,0.00502 ± 0.00099
OF,GES,RF,29,42,3e834183c2b917ff,5,0.929 ± 0.006,0.434 ± 0.004,0.405 ± 0.021,0.01591 ± 0.00008,0.00596 ± 0.00070
OF,GES,RF,30,43,18e3a83b1f31caef,5,0.928 ± 0.005,0.433 ± 0.005,0.412 ± 0.017,0.01591 ± 0.00010,0.00392 ± 0.00090
OF,GES,RF,31,44,9085e09d1c8276c3,5,0.929 ± 0.006,0.433 ± 0.004,0.407 ± 0.011,0.01594 ± 0.00005,0.00428 ± 0.00059
OF,GES,RF,32,45,e759bc3ca9235cbe,5,0.934 ± 0.003,0.437 ± 0.004,0.410 ± 0.021,0.01586 ± 0.00004,0.00402 ± 0.00088
OF,GES,RF,33,46,45302385731be391,5,0.936 ± 0.005,0.434 ± 0.005,0.411 ± 0.007,0.01589 ± 0.00005,0.00428 ± 0.00078
OF,GES,RF,34,47,084da68000a6f7f1,5,0.934 ± 0.002,0.430 ± 0.005,0.413 ± 0.013,0.01591 ± 0.00004,0.00400 ± 0.00081
OF,GES,RF,35,48,7cbbb70fa5e09b6e,5,0.934 ± 0.004,0.435 ± 0.005,0.414 ± 0.016,0.01586 ± 0.00009,0.00460 ± 0.00044
OF,GES,XGBoost,1,14,daa9910e8071bea2,5,0.938 ± 0.001,0.467 ± 0.008,0.440 ± 0.020,0.01584 ± 0.00019,0.01007 ± 0.00055
OF,GES,XGBoost,2,15,94a6f15dee14fabd,5,0.938 ± 0.001,0.471 ± 0.002,0.447 ± 0.025,0.01584 ± 0.00009,0.01075 ± 0.00064
OF,GES,XGBoost,3,16,074ddd55b1ae863a,5,0.935 ± 0.003,0.460 ± 0.011,0.437 ± 0.018,0.01602 ± 0.00018,0.01092 ± 0.00077
OF,GES,XGBoost,4,17,ddad07b04d5a43ea,5,0.936 ± 0.003,0.462 ± 0.002,0.448 ± 0.015,0.01591 ± 0.00003,0.01072 ± 0.00041
OF,GES,XGBoost,5,18,ae5e4415360a9a1b,5,0.937 ± 0.002,0.463 ± 0.002,0.440 ± 0.017,0.01604 ± 0.00008,0.01171 ± 0.00057
OF,GES,XGBoost,6,19,ce6ce007ddb29321,5,0.938 ± 0.001,0.472 ± 0.007,0.455 ± 0.017,0.01577 ± 0.00017,0.01076 ± 0.00099
OF,GES,XGBoost,7,20,21dc070e2e7bdef2,5,0.940 ± 0.002,0.476 ± 0.008,0.464 ± 0.024,0.01581 ± 0.00018,0.01142 ± 0.00059
OF,GES,XGBoost,8,21,0a51d1df36fd1f1a,5,0.940 ± 0.002,0.471 ± 0.007,0.461 ± 0.015,0.01581 ± 0.00017,0.01103 ± 0.00031
OF,GES,XGBoost,9,22,50839a69584b8c59,5,0.940 ± 0.001,0.465 ± 0.005,0.461 ± 0.012,0.01591 ± 0.00012,0.01107 ± 0.00060
OF,GES,XGBoost,10,23,45d462aac5c1d505,5,0.940 ± 0.002,0.460 ± 0.005,0.467 ± 0.008,0.01600 ± 0.00008,0.01101 ± 0.00031
OF,GES,XGBoost,11,24,96b3c98edb6bf132,5,0.942 ± 0.003,0.461 ± 0.010,0.472 ± 0.009,0.01608 ± 0.00017,0.01147 ± 0.00054
OF,GES,XGBoost,12,25,169f448468e9c4da,5,0.941 ± 0.002,0.462 ± 0.006,0.474 ± 0.007,0.01604 ± 0.00015,0.01105 ± 0.00069
OF,GES,XGBoost,13,26,2c764abfb8fe9cff,5,0.939 ± 0.002,0.455 ± 0.008,0.468 ± 0.011,0.01608 ± 0.00017,0.01144 ± 0.00070
OF,GES,XGBoost,14,27,840d63bf7908ab2c,5,0.941 ± 0.002,0.461 ± 0.016,0.456 ± 0.010,0.01603 ± 0.00022,0.01152 ± 0.00033
OF,GES,XGBoost,15,28,ba79a71676c6c3c9,5,0.940 ± 0.002,0.455 ± 0.011,0.456 ± 0.015,0.01612 ± 0.00015,0.01182 ± 0.00061
OF,GES,XGBoost,16,29,fe323861148b30cc,5,0.943 ± 0.001,0.472 ± 0.009,0.479 ± 0.004,0.01596 ± 0.00008,0.01093 ± 0.00051
OF,GES,XGBoost,17,30,261681e890b8b726,5,0.943 ± 0.002,0.468 ± 0.012,0.487 ± 0.014,0.01605 ± 0.00009,0.01165 ± 0.00035
OF,GES,XGBoost,18,31,0c1af224819db96e,5,0.943 ± 0.003,0.469 ± 0.002,0.484 ± 0.009,0.01598 ± 0.00018,0.01097 ± 0.00034
OF,GES,XGBoost,19,32,c9c1abdc21450643,5,0.943 ± 0.003,0.465 ± 0.010,0.474 ± 0.016,0.01611 ± 0.00012,0.01179 ± 0.00063
OF,GES,XGBoost,20,33,e28ed0ae4fdd67ed,5,0.941 ± 0.003,0.466 ± 0.008,0.492 ± 0.009,0.01601 ± 0.00014,0.01135 ± 0.00025
OF,GES,XGBoost,21,34,b6f5c3753592fbac,5,0.940 ± 0.003,0.461 ± 0.006,0.480 ± 0.008,0.01618 ± 0.00009,0.01187 ± 0.00041
OF,GES,XGBoost,22,35,62c0349a1ac0df37,5,0.940 ± 0.003,0.462 ± 0.006,0.486 ± 0.016,0.01608 ± 0.00012,0.01167 ± 0.00025
OF,GES,XGBoost,23,36,d832fe6ef0aac2d6,5,0.939 ± 0.002,0.464 ± 0.005,0.482 ± 0.018,0.01595 ± 0.00026,0.01175 ± 0.00058
OF,GES,XGBoost,24,37,b5832dd67cdef271,5,0.939 ± 0.003,0.468 ± 0.005,0.488 ± 0.018,0.01584 ± 0.00013,0.01238 ± 0.00071
OF,GES,XGBoost,25,38,194007dcdcd65c9b,5,0.937 ± 0.001,0.467 ± 0.005,0.494 ± 0.016,0.01591 ± 0.00016,0.01213 ± 0.00078
OF,GES,XGBoost,26,39,6be7cf554753353e,5,0.938 ± 0.003,0.468 ± 0.002,0.488 ± 0.017,0.01598 ± 0.00010,0.01182 ± 0.00057
OF,GES,XGBoost,27,40,b5fbcc1d3922e9e2,5,0.937 ± 0.004,0.465 ± 0.006,0.472 ± 0.012,0.01598 ± 0.00014,0.01163 ± 0.00031
OF,GES,XGBoost,28,41,07b11b13c21a88e8,5,0.939 ± 0.002,0.469 ± 0.006,0.494 ± 0.014,0.01578 ± 0.00021,0.01132 ± 0.00079
OF,GES,XGBoost,29,42,3e834183c2b917ff,5,0.941 ± 0.001,0.473 ± 0.004,0.477 ± 0.026,0.01578 ± 0.00015,0.01148 ± 0.00075
OF,GES,XGBoost,30,43,18e3a83b1f31caef,5,0.939 ± 0.002,0.471 ± 0.006,0.479 ± 0.016,0.01585 ± 0.00012,0.01156 ± 0.00052
OF,GES,XGBoost,31,44,9085e09d1c8276c3,5,0.939 ± 0.003,0.470 ± 0.007,0.449 ± 0.027,0.01592 ± 0.00014,0.01161 ± 0.00036
OF,GES,XGBoost,32,45,e759bc3ca9235cbe,5,0.940 ± 0.002,0.467 ± 0.004,0.458 ± 0.018,0.01600 ± 0.00018,0.01198 ± 0.00045
OF,GES,XGBoost,33,46,45302385731be391,5,0.941 ± 0.002,0.470 ± 0.007,0.479 ± 0.022,0.01587 ± 0.00016,0.01187 ± 0.00059
OF,GES,XGBoost,34,47,084da68000a6f7f1,5,0.941 ± 0.002,0.476 ± 0.007,0.466 ± 0.020,0.01580 ± 0.00017,0.01181 ± 0.00027
OF,GES,XGBoost,35,48,7cbbb70fa5e09b6e,5,0.940 ± 0.003,0.470 ± 0.003,0.480 ± 0.035,0.01583 ± 0.00014,0.01200 ± 0.00045
OF,GOLEM,FFMLP,1,14,1764f1430f80689c,5,0.866 ± 0.008,0.287 ± 0.028,0.340 ± 0.010,0.01980 ± 0.00020,0.00807 ± 0.00078
OF,GOLEM,FFMLP,2,15,a6c4d708f5adb6d5,5,0.872 ± 0.015,0.295 ± 0.031,0.351 ± 0.031,0.01968 ± 0.00032,0.00895 ± 0.00117
OF,GOLEM,FFMLP,3,16,72486b97342b5a81,5,0.870 ± 0.006,0.225 ± 0.020,0.307 ± 0.017,0.01990 ± 0.00027,0.00874 ± 0.00065
OF,GOLEM,FFMLP,4,17,283d566f7c427ce1,5,0.882 ± 0.010,0.260 ± 0.041,0.347 ± 0.035,0.01956 ± 0.00019,0.00902 ± 0.00119
OF,GOLEM,FFMLP,5,18,648fe30c933c651d,5,0.877 ± 0.011,0.234 ± 0.024,0.325 ± 0.020,0.01972 ± 0.00028,0.00787 ± 0.00060
OF,GOLEM,FFMLP,6,19,47ac225f8366a49b,5,0.878 ± 0.005,0.254 ± 0.030,0.343 ± 0.045,0.01962 ± 0.00023,0.00883 ± 0.00084
OF,GOLEM,FFMLP,7,20,8df3c6eaed0221da,5,0.880 ± 0.011,0.262 ± 0.029,0.342 ± 0.026,0.01947 ± 0.00034,0.00925 ± 0.00194
OF,GOLEM,FFMLP,8,21,ec85353a21c9d2f4,5,0.881 ± 0.005,0.266 ± 0.021,0.354 ± 0.039,0.01955 ± 0.00006,0.00862 ± 0.00097
OF,GOLEM,FFMLP,9,22,0c4c0616521c3b2a,5,0.880 ± 0.007,0.256 ± 0.015,0.328 ± 0.017,0.01945 ± 0.00028,0.00731 ± 0.00129
OF,GOLEM,FFMLP,10,23,7d9a63074f68ccad,5,0.882 ± 0.004,0.249 ± 0.019,0.344 ± 0.030,0.01946 ± 0.00025,0.00849 ± 0.00105
OF,GOLEM,FFMLP,11,24,18138564e117358f,5,0.874 ± 0.004,0.239 ± 0.011,0.309 ± 0.019,0.01963 ± 0.00016,0.00797 ± 0.00075
OF,GOLEM,FFMLP,12,25,215b222793dcdbfb,5,0.883 ± 0.006,0.245 ± 0.014,0.353 ± 0.010,0.01937 ± 0.00029,0.00794 ± 0.00064
OF,GOLEM,FFMLP,13,26,472fc3f159d772f3,5,0.882 ± 0.007,0.251 ± 0.013,0.359 ± 0.023,0.01935 ± 0.00026,0.00845 ± 0.00144
OF,GOLEM,FFMLP,14,27,4bae1f31c7f9b591,5,0.882 ± 0.006,0.247 ± 0.013,0.356 ± 0.024,0.01936 ± 0.00021,0.00756 ± 0.00132
OF,GOLEM,FFMLP,15,28,6c0c6915847c8118,5,0.876 ± 0.014,0.247 ± 0.023,0.342 ± 0.038,0.01948 ± 0.00035,0.00828 ± 0.00069
OF,GOLEM,FFMLP,16,29,b3a50edf227de16f,5,0.884 ± 0.003,0.256 ± 0.013,0.366 ± 0.015,0.01933 ± 0.00011,0.00837 ± 0.00114
OF,GOLEM,FFMLP,17,30,77593e6cf28cc0b7,5,0.884 ± 0.007,0.246 ± 0.018,0.344 ± 0.036,0.01940 ± 0.00009,0.00806 ± 0.00118
OF,GOLEM,FFMLP,18,31,aecda8e9d3172999,5,0.886 ± 0.014,0.249 ± 0.008,0.340 ± 0.035,0.01941 ± 0.00037,0.00764 ± 0.00039
OF,GOLEM,FFMLP,19,32,d201257e9537b66f,5,0.878 ± 0.006,0.246 ± 0.017,0.345 ± 0.029,0.01941 ± 0.00025,0.00784 ± 0.00070
OF,GOLEM,FFMLP,20,33,00037b2451cb07a3,5,0.884 ± 0.004,0.242 ± 0.019,0.353 ± 0.005,0.01947 ± 0.00028,0.00798 ± 0.00111
OF,GOLEM,FFMLP,21,34,5929e7ecaee6ba5d,5,0.885 ± 0.009,0.257 ± 0.017,0.353 ± 0.026,0.01924 ± 0.00023,0.00818 ± 0.00119
OF,GOLEM,FFMLP,22,35,b2b3bca1258ab915,5,0.883 ± 0.006,0.250 ± 0.015,0.355 ± 0.012,0.01933 ± 0.00012,0.00827 ± 0.00036
OF,GOLEM,FFMLP,23,36,552939458212efbd,5,0.884 ± 0.010,0.256 ± 0.014,0.354 ± 0.016,0.01938 ± 0.00019,0.00800 ± 0.00140
OF,GOLEM,FFMLP,24,37,b2e53f58cc65415c,5,0.886 ± 0.009,0.260 ± 0.020,0.359 ± 0.018,0.01926 ± 0.00026,0.00759 ± 0.00103
OF,GOLEM,FFMLP,25,38,eb121959e2431b20,5,0.883 ± 0.007,0.259 ± 0.026,0.364 ± 0.008,0.01938 ± 0.00016,0.00766 ± 0.00116
OF,GOLEM,FFMLP,26,39,0ffa48359963fc99,5,0.887 ± 0.005,0.253 ± 0.011,0.348 ± 0.030,0.01938 ± 0.00015,0.00780 ± 0.00088
OF,GOLEM,LightGBM,1,14,1764f1430f80689c,5,0.920 ± 0.001,0.445 ± 0.008,0.487 ± 0.012,0.01654 ± 0.00012,0.01606 ± 0.00031
OF,GOLEM,LightGBM,2,15,a6c4d708f5adb6d5,5,0.925 ± 0.003,0.436 ± 0.006,0.445 ± 0.009,0.01651 ± 0.00012,0.01627 ± 0.00025
OF,GOLEM,LightGBM,3,16,72486b97342b5a81,5,0.926 ± 0.003,0.431 ± 0.005,0.472 ± 0.023,0.01667 ± 0.00019,0.01616 ± 0.00017
OF,GOLEM,LightGBM,4,17,283d566f7c427ce1,5,0.922 ± 0.003,0.432 ± 0.007,0.460 ± 0.015,0.01651 ± 0.00018,0.01598 ± 0.00047
OF,GOLEM,LightGBM,5,18,648fe30c933c651d,5,0.927 ± 0.002,0.444 ± 0.005,0.463 ± 0.029,0.01660 ± 0.00019,0.01618 ± 0.00048
OF,GOLEM,LightGBM,6,19,47ac225f8366a49b,5,0.933 ± 0.002,0.451 ± 0.004,0.442 ± 0.021,0.01692 ± 0.00006,0.01652 ± 0.00014
OF,GOLEM,LightGBM,7,20,8df3c6eaed0221da,5,0.936 ± 0.001,0.460 ± 0.008,0.460 ± 0.012,0.01658 ± 0.00005,0.01601 ± 0.00019
OF,GOLEM,LightGBM,8,21,ec85353a21c9d2f4,5,0.935 ± 0.002,0.457 ± 0.007,0.477 ± 0.015,0.01664 ± 0.00026,0.01639 ± 0.00049
OF,GOLEM,LightGBM,9,22,0c4c0616521c3b2a,5,0.934 ± 0.002,0.454 ± 0.006,0.472 ± 0.016,0.01673 ± 0.00013,0.01642 ± 0.00034
OF,GOLEM,LightGBM,10,23,7d9a63074f68ccad,5,0.936 ± 0.001,0.451 ± 0.006,0.454 ± 0.012,0.01677 ± 0.00016,0.01644 ± 0.00046
OF,GOLEM,LightGBM,11,24,18138564e117358f,5,0.936 ± 0.002,0.456 ± 0.004,0.481 ± 0.014,0.01654 ± 0.00012,0.01634 ± 0.00017
OF,GOLEM,LightGBM,12,25,215b222793dcdbfb,5,0.933 ± 0.003,0.458 ± 0.005,0.466 ± 0.024,0.01654 ± 0.00014,0.01621 ± 0.00020
OF,GOLEM,LightGBM,13,26,472fc3f159d772f3,5,0.935 ± 0.001,0.450 ± 0.007,0.461 ± 0.010,0.01673 ± 0.00014,0.01659 ± 0.00052
OF,GOLEM,LightGBM,14,27,4bae1f31c7f9b591,5,0.933 ± 0.002,0.459 ± 0.005,0.478 ± 0.021,0.01663 ± 0.00017,0.01631 ± 0.00019
OF,GOLEM,LightGBM,15,28,6c0c6915847c8118,5,0.930 ± 0.001,0.452 ± 0.005,0.457 ± 0.018,0.01680 ± 0.00010,0.01657 ± 0.00022
OF,GOLEM,LightGBM,16,29,b3a50edf227de16f,5,0.933 ± 0.002,0.459 ± 0.008,0.446 ± 0.019,0.01667 ± 0.00011,0.01625 ± 0.00008
OF,GOLEM,LightGBM,17,30,77593e6cf28cc0b7,5,0.934 ± 0.002,0.459 ± 0.009,0.461 ± 0.010,0.01679 ± 0.00015,0.01647 ± 0.00035
OF,GOLEM,LightGBM,18,31,aecda8e9d3172999,5,0.934 ± 0.002,0.454 ± 0.005,0.475 ± 0.010,0.01688 ± 0.00016,0.01673 ± 0.00029
OF,GOLEM,LightGBM,19,32,d201257e9537b66f,5,0.933 ± 0.002,0.456 ± 0.007,0.471 ± 0.014,0.01675 ± 0.00005,0.01674 ± 0.00025
OF,GOLEM,LightGBM,20,33,00037b2451cb07a3,5,0.938 ± 0.003,0.457 ± 0.007,0.469 ± 0.009,0.01689 ± 0.00010,0.01674 ± 0.00021
OF,GOLEM,LightGBM,21,34,5929e7ecaee6ba5d,5,0.935 ± 0.002,0.453 ± 0.009,0.479 ± 0.010,0.01684 ± 0.00016,0.01671 ± 0.00041
OF,GOLEM,LightGBM,22,35,b2b3bca1258ab915,5,0.937 ± 0.000,0.457 ± 0.004,0.468 ± 0.012,0.01699 ± 0.00008,0.01673 ± 0.00023
OF,GOLEM,LightGBM,23,36,552939458212efbd,5,0.935 ± 0.002,0.463 ± 0.003,0.479 ± 0.012,0.01673 ± 0.00013,0.01674 ± 0.00038
OF,GOLEM,LightGBM,24,37,b2e53f58cc65415c,5,0.933 ± 0.001,0.461 ± 0.004,0.482 ± 0.011,0.01692 ± 0.00008,0.01687 ± 0.00029
OF,GOLEM,LightGBM,25,38,eb121959e2431b20,5,0.931 ± 0.002,0.464 ± 0.007,0.471 ± 0.010,0.01670 ± 0.00018,0.01659 ± 0.00031
OF,GOLEM,LightGBM,26,39,0ffa48359963fc99,5,0.929 ± 0.002,0.463 ± 0.003,0.484 ± 0.012,0.01667 ± 0.00009,0.01665 ± 0.00036
OF,GOLEM,Logit,1,14,1764f1430f80689c,5,0.924 ± 0.000,0.257 ± 0.000,0.352 ± 0.000,0.01895 ± 0.00000,0.01138 ± 0.00000
OF,GOLEM,Logit,2,15,a6c4d708f5adb6d5,5,0.923 ± 0.000,0.256 ± 0.000,0.352 ± 0.000,0.01897 ± 0.00000,0.01132 ± 0.00000
OF,GOLEM,Logit,3,16,72486b97342b5a81,5,0.923 ± 0.000,0.255 ± 0.000,0.327 ± 0.000,0.01916 ± 0.00000,0.01254 ± 0.00000
OF,GOLEM,Logit,4,17,283d566f7c427ce1,5,0.924 ± 0.000,0.254 ± 0.000,0.327 ± 0.000,0.01936 ± 0.00000,0.01220 ± 0.00000
OF,GOLEM,Logit,5,18,648fe30c933c651d,5,0.923 ± 0.000,0.259 ± 0.000,0.333 ± 0.000,0.01914 ± 0.00000,0.01257 ± 0.00000
OF,GOLEM,Logit,6,19,47ac225f8366a49b,5,0.922 ± 0.000,0.265 ± 0.000,0.322 ± 0.000,0.01945 ± 0.00000,0.01266 ± 0.00000
OF,GOLEM,Logit,7,20,8df3c6eaed0221da,5,0.923 ± 0.000,0.264 ± 0.000,0.385 ± 0.000,0.01938 ± 0.00000,0.01202 ± 0.00000
OF,GOLEM,Logit,8,21,ec85353a21c9d2f4,5,0.922 ± 0.000,0.250 ± 0.000,0.382 ± 0.000,0.01995 ± 0.00000,0.01277 ± 0.00000
OF,GOLEM,Logit,9,22,0c4c0616521c3b2a,5,0.921 ± 0.000,0.239 ± 0.000,0.372 ± 0.000,0.01974 ± 0.00000,0.01088 ± 0.00000
OF,GOLEM,Logit,10,23,7d9a63074f68ccad,5,0.917 ± 0.000,0.238 ± 0.000,0.327 ± 0.000,0.01965 ± 0.00000,0.00848 ± 0.00000
OF,GOLEM,Logit,11,24,18138564e117358f,5,0.917 ± 0.000,0.239 ± 0.000,0.329 ± 0.000,0.01966 ± 0.00000,0.00772 ± 0.00000
OF,GOLEM,Logit,12,25,215b222793dcdbfb,5,0.916 ± 0.000,0.238 ± 0.000,0.333 ± 0.000,0.01972 ± 0.00000,0.00804 ± 0.00000
OF,GOLEM,Logit,13,26,472fc3f159d772f3,5,0.915 ± 0.000,0.239 ± 0.000,0.333 ± 0.000,0.01934 ± 0.00000,0.00663 ± 0.00000
OF,GOLEM,Logit,14,27,4bae1f31c7f9b591,5,0.915 ± 0.000,0.240 ± 0.000,0.344 ± 0.000,0.01929 ± 0.00000,0.00700 ± 0.00000
OF,GOLEM,Logit,15,28,6c0c6915847c8118,5,0.914 ± 0.000,0.241 ± 0.000,0.315 ± 0.000,0.01926 ± 0.00000,0.00742 ± 0.00000
OF,GOLEM,Logit,16,29,b3a50edf227de16f,5,0.914 ± 0.000,0.239 ± 0.000,0.315 ± 0.000,0.01934 ± 0.00000,0.00691 ± 0.00000
OF,GOLEM,Logit,17,30,77593e6cf28cc0b7,5,0.916 ± 0.000,0.247 ± 0.000,0.320 ± 0.000,0.01932 ± 0.00000,0.00812 ± 0.00000
OF,GOLEM,Logit,18,31,aecda8e9d3172999,5,0.917 ± 0.000,0.248 ± 0.000,0.322 ± 0.000,0.01928 ± 0.00000,0.00864 ± 0.00000
OF,GOLEM,Logit,19,32,d201257e9537b66f,5,0.916 ± 0.000,0.249 ± 0.000,0.333 ± 0.000,0.01924 ± 0.00000,0.00950 ± 0.00000
OF,GOLEM,Logit,20,33,00037b2451cb07a3,5,0.917 ± 0.000,0.249 ± 0.000,0.315 ± 0.000,0.01926 ± 0.00000,0.00791 ± 0.00000
OF,GOLEM,Logit,21,34,5929e7ecaee6ba5d,5,0.916 ± 0.000,0.248 ± 0.000,0.324 ± 0.000,0.01926 ± 0.00000,0.00778 ± 0.00000
OF,GOLEM,Logit,22,35,b2b3bca1258ab915,5,0.917 ± 0.000,0.250 ± 0.000,0.319 ± 0.000,0.01922 ± 0.00000,0.00865 ± 0.00000
OF,GOLEM,Logit,23,36,552939458212efbd,5,0.916 ± 0.000,0.250 ± 0.000,0.326 ± 0.000,0.01925 ± 0.00000,0.00901 ± 0.00000
OF,GOLEM,Logit,24,37,b2e53f58cc65415c,5,0.916 ± 0.000,0.249 ± 0.000,0.319 ± 0.000,0.01924 ± 0.00000,0.00885 ± 0.00000
OF,GOLEM,Logit,25,38,eb121959e2431b20,5,0.916 ± 0.000,0.251 ± 0.000,0.319 ± 0.000,0.01926 ± 0.00000,0.00847 ± 0.00000
OF,GOLEM,Logit,26,39,0ffa48359963fc99,5,0.916 ± 0.000,0.244 ± 0.000,0.324 ± 0.000,0.01930 ± 0.00000,0.00794 ± 0.00000
OF,GOLEM,RF,1,14,1764f1430f80689c,5,0.925 ± 0.003,0.434 ± 0.004,0.413 ± 0.002,0.01604 ± 0.00005,0.00409 ± 0.00049
OF,GOLEM,RF,2,15,a6c4d708f5adb6d5,5,0.924 ± 0.006,0.430 ± 0.007,0.415 ± 0.011,0.01611 ± 0.00008,0.00389 ± 0.00030
